Protein ID,Protein names,Gene names,dirsign,BCC count,BCC proportion,SCC count,SCC proportion,Proportion_Test Rank,HG_Test Rank,Wilcoxon Rank,Minimal Rank
P05997, Collagen alpha-2(V) chain,COL5A2,UP,39.0,0.65,29.0,0.4603174603174603,1284.5,1164.5,480.5,480.5
P52209," 6-phosphogluconate dehydrogenase, decarboxylating",PGD,UP,53.0,0.8833333333333333,52.0,0.8253968253968254,4273.0,3707.0,4376.0,3707.0
P84098, 60S ribosomal protein L19,RPL19,UP,35.0,0.5833333333333334,22.0,0.3492063492063492,543.0,515.0,203.0,203.0
P27816, Microtubule-associated protein 4,MAP4,UP,45.0,0.75,30.0,0.47619047619047616,187.0,186.0,109.0,109.0
P07602, Prosaposin,PSAP,UP,46.0,0.7666666666666667,43.0,0.6825396825396826,3581.0,3233.0,4075.0,3233.0
P11216," Glycogen phosphorylase, brain form",PYGB,UP,57.0,0.95,54.0,0.8571428571428571,1959.0,2034.0,1204.0,1204.0
P02774, Vitamin D-binding protein,GC,UP,42.0,0.7,32.0,0.5079365079365079,1169.5,1083.5,189.5,189.5
P48735," Isocitrate dehydrogenase [NADP], mitochondrial",IDH2,UP,51.0,0.85,43.0,0.6825396825396826,1151.5,1101.5,354.5,354.5
P18124, 60S ribosomal protein L7,RPL7,UP,46.0,0.7666666666666667,37.0,0.5873015873015873,1281.5,1167.5,962.5,962.5
P22392, Nucleoside diphosphate kinase B; Putative nucleoside diphosphate kinase,NME2;NME2P1,UP,44.0,0.7333333333333333,33.0,0.5238095238095238,813.5,744.5,300.5,300.5
P27348, 14-3-3 protein theta,YWHAQ,UP,55.0,0.9166666666666666,53.0,0.8412698412698413,3102.5,2868.5,2309.0,2309.0
P04843, Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,RPN1,UP,47.0,0.7833333333333333,49.0,0.7777777777777778,6248.5,6218.0,4503.5,4503.5
P13796, Plastin-2,LCP1,UP,58.0,0.9666666666666667,54.0,0.8571428571428571,1237.5,1348.5,3305.5,1237.5
P04179," Superoxide dismutase [Mn], mitochondrial",SOD2,DOWN,48.0,0.8,52.0,0.8253968253968254,5700.0,5038.0,3283.0,3283.0
P42765," 3-ketoacyl-CoA thiolase, mitochondrial",ACAA2,UP,35.0,0.5833333333333334,26.0,0.4126984126984127,1663.0,1508.0,568.0,568.0
P08865, 40S ribosomal protein SA,RPSA,UP,40.0,0.6666666666666666,28.0,0.4444444444444444,687.0,645.0,128.5,128.5
Q93079, Histone H2B type 1-H; Histone H2B type 2-F,H2BC9;H2BC18,UP,35.0,0.5833333333333334,19.0,0.30158730158730157,161.5,165.5,166.0,161.5
P12236, ADP/ATP translocase 3,SLC25A6,UP,46.0,0.7666666666666667,48.0,0.7619047619047619,6283.5,6232.5,6087.5,6087.5
P08603, Complement factor H,CFH,DOWN,55.0,0.9166666666666666,59.0,0.9365079365079365,5429.0,5184.5,5958.0,5184.5
Q9HDC9, Adipocyte plasma membrane-associated protein,APMAP,DOWN,39.0,0.65,43.0,0.6825396825396826,5573.0,4914.5,4307.5,4307.5
A8K2U0, Alpha-2-macroglobulin-like protein 1,A2ML1,UP,51.0,0.85,53.0,0.8412698412698413,6083.0,6145.0,1433.0,1433.0
P13797, Plastin-3,PLS3,UP,52.0,0.8666666666666667,53.0,0.8412698412698413,5532.5,5019.0,3211.5,3211.5
P46781, 40S ribosomal protein S9,RPS9,UP,46.0,0.7666666666666667,46.0,0.7301587301587301,5355.5,4816.0,6269.0,4816.0
P58107, Epiplakin,EPPK1,DOWN,53.0,0.8833333333333333,58.0,0.9206349206349206,4739.0,4478.0,2353.5,2353.5
Q14574, Desmocollin-3,DSC3,UP,55.0,0.9166666666666666,49.0,0.7777777777777778,1228.5,1215.5,3305.5,1215.5
P50991, T-complex protein 1 subunit delta,CCT4,UP,49.0,0.8166666666666667,50.0,0.7936507936507936,5752.0,5140.0,6331.5,5140.0
P27824, Calnexin,CANX,UP,39.0,0.65,23.0,0.36507936507936506,157.0,149.0,172.5,149.0
P11413, Glucose-6-phosphate 1-dehydrogenase,G6PD,UP,55.0,0.9166666666666666,50.0,0.7936507936507936,1609.0,1551.0,5206.5,1551.0
P62917, 60S ribosomal protein L8,RPL8,UP,52.0,0.8666666666666667,42.0,0.6666666666666666,525.0,531.0,1130.5,525.0
Q9BPU6, Dihydropyrimidinase-related protein 5,DPYSL5,DOWN,37.0,0.6166666666666667,42.0,0.6666666666666666,5057.0,4490.0,2081.0,2081.0
Q12906, Interleukin enhancer-binding factor 3,ILF3,UP,48.0,0.8,36.0,0.5714285714285714,424.0,404.0,336.5,336.5
P02788, Lactotransferrin,LTF,UP,56.0,0.9333333333333333,58.0,0.9206349206349206,5802.5,6048.5,2695.0,2695.0
P49748," Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADVL,UP,45.0,0.75,41.0,0.6507936507936508,3223.5,2856.5,2794.0,2794.0
P55084," Trifunctional enzyme subunit beta, mitochondrial",HADHB,DOWN,38.0,0.6333333333333333,41.0,0.6507936507936508,5933.0,5555.0,6119.0,5555.0
P20908, Collagen alpha-1(V) chain,COL5A1,UP,38.0,0.6333333333333333,33.0,0.5238095238095238,3201.5,2788.0,3469.0,2788.0
O75390," Citrate synthase, mitochondrial",CS,UP,34.0,0.5666666666666667,26.0,0.4126984126984127,2094.0,1799.0,609.0,609.0
Q16658, Fascin,FSCN1,UP,55.0,0.9166666666666666,57.0,0.9047619047619048,5891.5,6072.5,6000.0,5891.5
Q92817, Envoplakin,EVPL,DOWN,51.0,0.85,55.0,0.873015873015873,5612.0,5094.0,2025.5,2025.5
P40925," Malate dehydrogenase, cytoplasmic",MDH1,UP,53.0,0.8833333333333333,51.0,0.8095238095238095,3388.0,3127.0,1162.5,1162.5
Q9P2E9, Ribosome-binding protein 1,RRBP1,UP,55.0,0.9166666666666666,54.0,0.8571428571428571,3590.5,3459.5,6387.5,3459.5
Q7KZF4, Staphylococcal nuclease domain-containing protein 1,SND1,UP,42.0,0.7,33.0,0.5238095238095238,1515.5,1380.5,1064.0,1064.0
P46777, 60S ribosomal protein L5,RPL5,UP,41.0,0.6833333333333333,43.0,0.6825396825396826,6551.0,6311.0,6321.0,6311.0
P49411," Elongation factor Tu, mitochondrial",TUFM,UP,48.0,0.8,47.0,0.746031746031746,4708.0,4176.5,1038.0,1038.0
P05204, Non-histone chromosomal protein HMG-17,HMGN2,UP,55.0,0.9166666666666666,48.0,0.7619047619047619,923.5,911.5,2112.5,911.5
P23946, Chymase,CMA1,UP,41.0,0.6833333333333333,31.0,0.49206349206349204,1195.0,1108.0,492.5,492.5
P13489, Ribonuclease inhibitor,RNH1,UP,53.0,0.8833333333333333,52.0,0.8253968253968254,4273.0,3707.0,2007.5,2007.5
O75083, WD repeat-containing protein 1,WDR1,UP,56.0,0.9333333333333333,55.0,0.873015873015873,3395.0,3271.0,2723.0,2723.0
Q13838, Spliceosome RNA helicase DDX39B,DDX39B,UP,52.0,0.8666666666666667,46.0,0.7301587301587301,1681.5,1586.5,1684.0,1586.5
Q02878, 60S ribosomal protein L6,RPL6,UP,46.0,0.7666666666666667,43.0,0.6825396825396826,3581.0,3233.0,5339.0,3233.0
P49189, 4-trimethylaminobutyraldehyde dehydrogenase,ALDH9A1,UP,58.0,0.9666666666666667,54.0,0.8571428571428571,1237.5,1348.5,627.5,627.5
Q8WUM4, Programmed cell death 6-interacting protein,PDCD6IP,UP,55.0,0.9166666666666666,53.0,0.8412698412698413,3102.5,2868.5,3325.0,2868.5
P21796, Voltage-dependent anion-selective channel protein 1,VDAC1,DOWN,37.0,0.6166666666666667,44.0,0.6984126984126984,4211.0,3438.5,1862.0,1862.0
P07954," Fumarate hydratase, mitochondrial",FH,UP,45.0,0.75,46.0,0.7301587301587301,5838.5,5365.5,2669.0,2669.0
P23284, Peptidyl-prolyl cis-trans isomerase B,PPIB,UP,41.0,0.6833333333333333,28.0,0.4444444444444444,467.0,452.0,125.0,125.0
P63241, Eukaryotic translation initiation factor 5A-1; Eukaryotic translation initiation factor 5A-1-like,EIF5A;EIF5AL1,UP,50.0,0.8333333333333334,49.0,0.7777777777777778,4560.0,4131.0,3942.5,3942.5
Q15084, Protein disulfide-isomerase A6,PDIA6,UP,48.0,0.8,48.0,0.7619047619047619,5298.0,4754.0,2360.0,2360.0
P26599, Polypyrimidine tract-binding protein 1,PTBP1,UP,51.0,0.85,51.0,0.8095238095238095,4995.0,4662.0,1929.0,1929.0
P01011, Alpha-1-antichymotrypsin,SERPINA3,UP,54.0,0.9,53.0,0.8412698412698413,4053.0,3637.0,6159.5,3637.0
Q9UQ80, Proliferation-associated protein 2G4,PA2G4,UP,48.0,0.8,40.0,0.6349206349206349,1464.0,1372.0,2349.0,1372.0
P61158, Actin-related protein 3,ACTR3,UP,50.0,0.8333333333333334,52.0,0.8253968253968254,6128.5,6168.5,4415.0,4415.0
P04080, Cystatin-B,CSTB,UP,57.0,0.95,52.0,0.8253968253968254,1162.0,1193.0,1739.0,1162.0
P14324, Farnesyl pyrophosphate synthase,FDPS,UP,48.0,0.8,44.0,0.6984126984126984,3055.5,2700.5,3201.0,2700.5
Q05682, Caldesmon,CALD1,UP,55.0,0.9166666666666666,56.0,0.8888888888888888,5241.0,4896.0,119.0,119.0
P30838," Aldehyde dehydrogenase, dimeric NADP-preferring",ALDH3A1,UP,46.0,0.7666666666666667,39.0,0.6190476190476191,1887.5,1735.5,1247.0,1247.0
P16403, Histone H1.2,H1-2,UP,50.0,0.8333333333333334,44.0,0.6984126984126984,1891.0,1763.5,1998.0,1763.5
P02751, Fibronectin,FN1,UP,55.0,0.9166666666666666,55.0,0.873015873015873,4534.5,4188.5,4647.5,4188.5
P21399, Cytoplasmic aconitate hydratase,ACO1,UP,52.0,0.8666666666666667,51.0,0.8095238095238095,4380.5,3888.5,503.0,503.0
Q15365, Poly(rC)-binding protein 1,PCBP1,UP,53.0,0.8833333333333333,53.0,0.8412698412698413,4758.0,4428.0,2582.0,2582.0
Q14974, Importin subunit beta-1,KPNB1,UP,51.0,0.85,46.0,0.7301587301587301,2235.5,2052.5,1332.5,1332.5
Q8NBS9, Thioredoxin domain-containing protein 5,TXNDC5,UP,52.0,0.8666666666666667,51.0,0.8095238095238095,4380.5,3888.5,3251.0,3251.0
P51659, Peroxisomal multifunctional enzyme type 2,HSD17B4,UP,29.0,0.48333333333333334,19.0,0.30158730158730157,1395.0,1248.0,570.5,570.5
P62241, 40S ribosomal protein S8,RPS8,UP,46.0,0.7666666666666667,45.0,0.7142857142857143,4789.5,4274.0,3305.5,3305.5
P35221, Catenin alpha-1,CTNNA1,UP,47.0,0.7833333333333333,49.0,0.7777777777777778,6248.5,6218.0,1073.0,1073.0
P02749, Beta-2-glycoprotein 1,APOH,UP,52.0,0.8666666666666667,50.0,0.7936507936507936,3487.0,3240.0,6527.5,3240.0
P37837, Transaldolase,TALDO1,UP,57.0,0.95,55.0,0.873015873015873,2480.5,2483.5,2376.0,2376.0
P07108, Acyl-CoA-binding protein,DBI,UP,56.0,0.9333333333333333,53.0,0.8412698412698413,2280.5,2192.5,4246.5,2192.5
P62826, GTP-binding nuclear protein Ran,RAN,UP,54.0,0.9,53.0,0.8412698412698413,4053.0,3637.0,4347.5,3637.0
P07814, Bifunctional glutamate/proline--tRNA ligase,EPRS1,UP,48.0,0.8,44.0,0.6984126984126984,3055.5,2700.5,3268.0,2700.5
P45880, Voltage-dependent anion-selective channel protein 2,VDAC2,UP,40.0,0.6666666666666666,27.0,0.42857142857142855,491.5,457.5,287.5,287.5
P07858, Cathepsin B,CTSB,UP,42.0,0.7,27.0,0.42857142857142855,210.5,201.5,157.5,157.5
P08133, Annexin A6,ANXA6,UP,49.0,0.8166666666666667,46.0,0.7301587301587301,3338.5,3077.5,1172.5,1172.5
P26373, 60S ribosomal protein L13,RPL13,UP,47.0,0.7833333333333333,37.0,0.5873015873015873,913.5,812.5,1420.0,812.5
P52565, Rho GDP-dissociation inhibitor 1,ARHGDIA,UP,54.0,0.9,54.0,0.8571428571428571,4690.0,4295.0,2980.5,2980.5
Q9Y446, Plakophilin-3,PKP3,UP,50.0,0.8333333333333334,52.0,0.8253968253968254,6128.5,6168.5,3732.0,3732.0
P14314, Glucosidase 2 subunit beta,PRKCSH,UP,39.0,0.65,24.0,0.38095238095238093,235.0,226.0,66.0,66.0
P83731, 60S ribosomal protein L24,RPL24,UP,42.0,0.7,39.0,0.6190476190476191,4234.0,3446.0,4289.5,3446.0
P20810, Calpastatin,CAST,UP,41.0,0.6833333333333333,31.0,0.49206349206349204,1195.0,1108.0,294.5,294.5
P62701," 40S ribosomal protein S4, X isoform",RPS4X,UP,49.0,0.8166666666666667,48.0,0.7619047619047619,4664.0,4157.0,3670.5,3670.5
Q00325," Phosphate carrier protein, mitochondrial",SLC25A3,DOWN,40.0,0.6666666666666666,44.0,0.6984126984126984,5583.0,4922.5,6119.0,4922.5
Q9BWD1," Acetyl-CoA acetyltransferase, cytosolic",ACAT2,UP,46.0,0.7666666666666667,45.0,0.7142857142857143,4789.5,4274.0,5195.0,4274.0
P48594, Serpin B4,SERPINB4,DOWN,52.0,0.8666666666666667,56.0,0.8888888888888888,5599.0,5109.0,2482.0,2482.0
P14866, Heterogeneous nuclear ribonucleoprotein L,HNRNPL,UP,51.0,0.85,47.0,0.746031746031746,2624.0,2410.0,655.5,655.5
P04040, Catalase,CAT,UP,58.0,0.9666666666666667,58.0,0.9206349206349206,3438.5,3605.0,6182.5,3438.5
P07305, Histone H1.0,H1-0,UP,43.0,0.7166666666666667,41.0,0.6507936507936508,4539.0,3970.0,2770.5,2770.5
P25311, Zinc-alpha-2-glycoprotein,AZGP1,UP,57.0,0.95,57.0,0.9047619047619048,4163.5,3912.0,6347.5,3912.0
P36871, Phosphoglucomutase-1,PGM1,UP,53.0,0.8833333333333333,54.0,0.8571428571428571,5410.0,4969.0,212.5,212.5
P25398, 40S ribosomal protein S12,RPS12,UP,51.0,0.85,46.0,0.7301587301587301,2235.5,2052.5,2568.0,2052.5
P00441, Superoxide dismutase [Cu-Zn],SOD1,UP,57.0,0.95,58.0,0.9206349206349206,4805.5,4768.5,1723.0,1723.0
P42704," Leucine-rich PPR motif-containing protein, mitochondrial",LRPPRC,UP,36.0,0.6,31.0,0.49206349206349204,3217.5,2833.5,1305.5,1305.5
P13667, Protein disulfide-isomerase A4,PDIA4,UP,51.0,0.85,50.0,0.7936507936507936,4447.0,4007.5,1102.5,1102.5
P49368, T-complex protein 1 subunit gamma,CCT3,UP,54.0,0.9,51.0,0.8095238095238095,2673.0,2533.0,1359.0,1359.0
P39019, 40S ribosomal protein S19,RPS19,UP,49.0,0.8166666666666667,46.0,0.7301587301587301,3338.5,3077.5,2314.5,2314.5
P19105, Myosin regulatory light chain 12A; Myosin regulatory light chain 12B,MYL12A;MYL12B,UP,43.0,0.7166666666666667,24.0,0.38095238095238093,33.0,37.0,37.0,33.0
Q08211, ATP-dependent RNA helicase A,DHX9,UP,41.0,0.6833333333333333,37.0,0.5873015873015873,3431.5,3082.5,1053.5,1053.5
P99999, Cytochrome c,CYCS,UP,38.0,0.6333333333333333,22.0,0.3492063492063492,159.0,161.0,242.5,159.0
Q13200, 26S proteasome non-ATPase regulatory subunit 2,PSMD2,UP,47.0,0.7833333333333333,45.0,0.7142857142857143,4346.5,3671.5,3135.5,3135.5
P29692, Elongation factor 1-delta,EEF1D,UP,54.0,0.9,56.0,0.8888888888888888,5936.5,6107.5,4955.0,4955.0
P61604," 10 kDa heat shock protein, mitochondrial",HSPE1,UP,56.0,0.9333333333333333,55.0,0.873015873015873,3395.0,3271.0,6119.0,3271.0
P52597, Heterogeneous nuclear ribonucleoprotein F,HNRNPF,UP,50.0,0.8333333333333334,52.0,0.8253968253968254,6128.5,6168.5,1078.5,1078.5
Q86VP6, Cullin-associated NEDD8-dissociated protein 1,CAND1,UP,53.0,0.8833333333333333,44.0,0.6984126984126984,646.0,620.5,88.5,88.5
P34932, Heat shock 70 kDa protein 4,HSPA4,UP,55.0,0.9166666666666666,50.0,0.7936507936507936,1609.0,1551.0,2044.0,1551.0
P50990, T-complex protein 1 subunit theta,CCT8,UP,53.0,0.8833333333333333,52.0,0.8253968253968254,4273.0,3707.0,3195.0,3195.0
O75367, Core histone macro-H2A.1,MACROH2A1,DOWN,35.0,0.5833333333333334,38.0,0.6031746031746031,5898.5,5375.0,6488.0,5375.0
P00167, Cytochrome b5,CYB5A,UP,38.0,0.6333333333333333,38.0,0.6031746031746031,5721.5,4976.5,4246.5,4246.5
Q99798," Aconitate hydratase, mitochondrial",ACO2,UP,45.0,0.75,40.0,0.6349206349206349,2888.0,2476.0,1791.0,1791.0
P31946, 14-3-3 protein beta/alpha,YWHAB,UP,54.0,0.9,52.0,0.8253968253968254,3228.0,3065.0,1635.5,1635.5
O00299, Chloride intracellular channel protein 1,CLIC1,UP,54.0,0.9,51.0,0.8095238095238095,2673.0,2533.0,3401.5,2533.0
P00505," Aspartate aminotransferase, mitochondrial",GOT2,UP,47.0,0.7833333333333333,46.0,0.7301587301587301,4747.0,4253.5,5323.0,4253.5
P30041, Peroxiredoxin-6,PRDX6,UP,56.0,0.9333333333333333,54.0,0.8571428571428571,2898.0,2716.0,3251.0,2716.0
P51858, Hepatoma-derived growth factor,HDGF,UP,46.0,0.7666666666666667,47.0,0.746031746031746,5821.0,5295.0,2895.5,2895.5
P15088, Mast cell carboxypeptidase A,CPA3,UP,44.0,0.7333333333333333,27.0,0.42857142857142855,79.5,79.5,51.5,51.5
Q96Q06, Perilipin-4,PLIN4,UP,38.0,0.6333333333333333,25.0,0.3968253968253968,517.5,485.5,151.0,151.0
P09874, Poly [ADP-ribose] polymerase 1,PARP1,UP,47.0,0.7833333333333333,37.0,0.5873015873015873,913.5,812.5,1348.5,812.5
O60664, Perilipin-3,PLIN3,UP,49.0,0.8166666666666667,49.0,0.7777777777777778,5232.5,4725.5,6198.5,4725.5
P35527," Keratin, type I cytoskeletal 9",KRT9,DOWN,60.0,1.0,63.0,1.0,6824.0,6826.5,2399.0,2399.0
Q9NQ38, Serine protease inhibitor Kazal-type 5,SPINK5,DOWN,48.0,0.8,52.0,0.8253968253968254,5700.0,5038.0,2664.0,2664.0
O00712, Nuclear factor 1 B-type,NFIB,UP,32.0,0.5333333333333333,14.0,0.2222222222222222,54.0,60.0,47.0,47.0
P63313, Thymosin beta-10,TMSB10,UP,58.0,0.9666666666666667,59.0,0.9365079365079365,4585.0,4681.0,3544.5,3544.5
P31948, Stress-induced-phosphoprotein 1,STIP1,UP,52.0,0.8666666666666667,50.0,0.7936507936507936,3487.0,3240.0,2473.5,2473.5
Q8NC51, Plasminogen activator inhibitor 1 RNA-binding protein,SERBP1,UP,52.0,0.8666666666666667,45.0,0.7142857142857143,1388.5,1291.0,2814.5,1291.0
P02794, Ferritin heavy chain,FTH1,UP,53.0,0.8833333333333333,51.0,0.8095238095238095,3388.0,3127.0,2141.5,2141.5
P31943, Heterogeneous nuclear ribonucleoprotein H,HNRNPH1,UP,42.0,0.7,26.0,0.4126984126984127,134.0,138.0,23.0,23.0
O43390, Heterogeneous nuclear ribonucleoprotein R,HNRNPR,UP,45.0,0.75,41.0,0.6507936507936508,3223.5,2856.5,787.5,787.5
P14735, Insulin-degrading enzyme,IDE,UP,38.0,0.6333333333333333,25.0,0.3968253968253968,517.5,485.5,224.5,224.5
P62424, 60S ribosomal protein L7a,RPL7A,UP,47.0,0.7833333333333333,39.0,0.6190476190476191,1523.0,1425.0,1696.5,1425.0
P30153, Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,PPP2R1A,UP,51.0,0.85,46.0,0.7301587301587301,2235.5,2052.5,1194.0,1194.0
Q9UPN3," Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5",MACF1,UP,40.0,0.6666666666666666,30.0,0.47619047619047616,1218.0,1135.0,832.5,832.5
P62269, 40S ribosomal protein S18,RPS18,UP,46.0,0.7666666666666667,46.0,0.7301587301587301,5355.5,4816.0,5115.0,4816.0
Q8N3C0, Activating signal cointegrator 1 complex subunit 3,ASCC3,UP,26.0,0.43333333333333335,22.0,0.3492063492063492,4200.0,3371.0,1712.0,1712.0
P01008, Antithrombin-III,SERPINC1,UP,54.0,0.9,52.0,0.8253968253968254,3228.0,3065.0,4347.5,3065.0
P31930," Cytochrome b-c1 complex subunit 1, mitochondrial",UQCRC1,UP,38.0,0.6333333333333333,38.0,0.6031746031746031,5721.5,4976.5,6283.0,4976.5
Q15233, Non-POU domain-containing octamer-binding protein,NONO,UP,35.0,0.5833333333333334,27.0,0.42857142857142855,2007.5,1792.5,259.5,259.5
Q8IVF2, Protein AHNAK2,AHNAK2,DOWN,52.0,0.8666666666666667,55.0,0.873015873015873,6171.0,6249.0,2298.0,2298.0
P11940, Polyadenylate-binding protein 1; Polyadenylate-binding protein 3,PABPC1;PABPC3,UP,41.0,0.6833333333333333,29.0,0.4603174603174603,667.0,608.0,196.5,196.5
P24534, Elongation factor 1-beta,EEF1B2,UP,47.0,0.7833333333333333,49.0,0.7777777777777778,6248.5,6218.0,6269.0,6218.0
P15880, 40S ribosomal protein S2,RPS2,UP,47.0,0.7833333333333333,41.0,0.6507936507936508,2231.5,2037.5,1527.5,1527.5
P48643, T-complex protein 1 subunit epsilon,CCT5,DOWN,49.0,0.8166666666666667,53.0,0.8412698412698413,5676.5,5054.0,3967.5,3967.5
O00151, PDZ and LIM domain protein 1,PDLIM1,UP,52.0,0.8666666666666667,49.0,0.7777777777777778,3074.0,2774.0,3611.0,2774.0
Q9Y3Q3, Transmembrane emp24 domain-containing protein 3,TMED3,DOWN,19.0,0.31666666666666665,23.0,0.36507936507936506,5131.5,4548.0,4289.5,4289.5
P26583, High mobility group protein B2,HMGB2,UP,51.0,0.85,48.0,0.7619047619047619,3194.5,2851.5,2134.0,2134.0
P14174, Macrophage migration inhibitory factor,MIF,UP,56.0,0.9333333333333333,57.0,0.9047619047619048,5033.5,4834.0,6230.5,4834.0
P16615, Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,ATP2A2,UP,31.0,0.5166666666666667,29.0,0.4603174603174603,4922.5,4357.5,2695.0,2695.0
P02763, Alpha-1-acid glycoprotein 1,ORM1,UP,53.0,0.8833333333333333,55.0,0.873015873015873,5991.5,6112.5,6302.5,5991.5
Q04637, Eukaryotic translation initiation factor 4 gamma 1,EIF4G1,UP,43.0,0.7166666666666667,30.0,0.47619047619047616,443.0,411.0,232.0,232.0
Q99832, T-complex protein 1 subunit eta,CCT7,DOWN,47.0,0.7833333333333333,50.0,0.7936507936507936,6073.0,6053.5,6168.5,6053.5
Q6E0U4, Dermokine,DMKN,UP,52.0,0.8666666666666667,50.0,0.7936507936507936,3487.0,3240.0,6119.0,3240.0
P21810, Biglycan,BGN,UP,39.0,0.65,30.0,0.47619047619047616,1592.5,1454.0,1426.0,1426.0
P05388, 60S acidic ribosomal protein P0; 60S acidic ribosomal protein P0-like,RPLP0;RPLP0P6,UP,47.0,0.7833333333333333,47.0,0.746031746031746,5319.5,4803.0,2753.5,2753.5
O60218, Aldo-keto reductase family 1 member B10,AKR1B10,DOWN,39.0,0.65,46.0,0.7301587301587301,4184.5,3395.5,2067.5,2067.5
P31949, Protein S100-A11,S100A11,UP,55.0,0.9166666666666666,54.0,0.8571428571428571,3590.5,3459.5,3355.5,3355.5
P08195, 4F2 cell-surface antigen heavy chain,SLC3A2,UP,28.0,0.4666666666666667,17.0,0.2698412698412698,1011.5,941.5,503.0,503.0
P01861, Immunoglobulin heavy constant gamma 4,IGHG4,DOWN,48.0,0.8,54.0,0.8571428571428571,4414.0,3943.5,2482.0,2482.0
Q92841, Probable ATP-dependent RNA helicase DDX17,DDX17,UP,38.0,0.6333333333333333,27.0,0.42857142857142855,995.5,916.5,156.0,156.0
P38606, V-type proton ATPase catalytic subunit A,ATP6V1A,UP,52.0,0.8666666666666667,50.0,0.7936507936507936,3487.0,3240.0,2245.5,2245.5
Q14152, Eukaryotic translation initiation factor 3 subunit A,EIF3A,UP,52.0,0.8666666666666667,46.0,0.7301587301587301,1681.5,1586.5,2784.0,1586.5
P11310," Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADM,UP,27.0,0.45,18.0,0.2857142857142857,1665.5,1514.5,770.0,770.0
O60506, Heterogeneous nuclear ribonucleoprotein Q,SYNCRIP,UP,49.0,0.8166666666666667,50.0,0.7936507936507936,5752.0,5140.0,3644.5,3644.5
P61981, 14-3-3 protein gamma,YWHAG,UP,55.0,0.9166666666666666,53.0,0.8412698412698413,3102.5,2868.5,2281.0,2281.0
Q02388, Collagen alpha-1(VII) chain,COL7A1,UP,36.0,0.6,28.0,0.4444444444444444,1984.0,1781.0,487.5,487.5
P40227, T-complex protein 1 subunit zeta,CCT6A,UP,47.0,0.7833333333333333,48.0,0.7619047619047619,5784.5,5230.5,4969.0,4969.0
P43243, Matrin-3,MATR3,UP,33.0,0.55,20.0,0.31746031746031744,539.5,518.5,114.0,114.0
P19652, Alpha-1-acid glycoprotein 2,ORM2,UP,53.0,0.8833333333333333,51.0,0.8095238095238095,3388.0,3127.0,2211.5,2211.5
P84077, ADP-ribosylation factor 1; ADP-ribosylation factor 3,ARF1;ARF3,DOWN,48.0,0.8,55.0,0.873015873015873,3477.0,3163.0,3594.0,3163.0
P53999, Activated RNA polymerase II transcriptional coactivator p15,SUB1,UP,48.0,0.8,49.0,0.7777777777777778,5767.0,5168.0,4203.5,4203.5
Q6NZI2, Caveolae-associated protein 1,CAVIN1,UP,43.0,0.7166666666666667,34.0,0.5396825396825397,1470.0,1309.5,1508.0,1309.5
P00325, All-trans-retinol dehydrogenase [NAD(+)] ADH1B; Alcohol dehydrogenase 1A,ADH1B;ADH1A,UP,51.0,0.85,44.0,0.6984126984126984,1512.0,1418.0,525.0,525.0
P22695," Cytochrome b-c1 complex subunit 2, mitochondrial",UQCRC2,UP,35.0,0.5833333333333334,31.0,0.49206349206349204,3789.0,3249.0,3774.0,3249.0
Q96KP4, Cytosolic non-specific dipeptidase,CNDP2,UP,52.0,0.8666666666666667,51.0,0.8095238095238095,4380.5,3888.5,5139.5,3888.5
Q16555, Dihydropyrimidinase-related protein 2,DPYSL2,UP,42.0,0.7,27.0,0.42857142857142855,210.5,201.5,13.0,13.0
P09622," Dihydrolipoyl dehydrogenase, mitochondrial",DLD,DOWN,44.0,0.7333333333333333,47.0,0.746031746031746,6027.5,5848.5,5019.0,5019.0
P61313, 60S ribosomal protein L15,RPL15,UP,45.0,0.75,47.0,0.746031746031746,6338.0,6240.0,3774.0,3774.0
P16152, Carbonyl reductase [NADPH] 1,CBR1,UP,53.0,0.8833333333333333,51.0,0.8095238095238095,3388.0,3127.0,2582.0,2582.0
P32926, Desmoglein-3,DSG3,UP,47.0,0.7833333333333333,46.0,0.7301587301587301,4747.0,4253.5,2275.5,2275.5
P13073," Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",COX4I1,DOWN,37.0,0.6166666666666667,40.0,0.6349206349206349,5931.0,5546.0,3882.5,3882.5
P14649, Myosin light chain 6B,MYL6B,UP,49.0,0.8166666666666667,39.0,0.6190476190476191,770.5,719.5,172.5,172.5
P49419, Alpha-aminoadipic semialdehyde dehydrogenase,ALDH7A1,UP,42.0,0.7,28.0,0.4444444444444444,313.0,309.0,50.0,50.0
P30740, Leukocyte elastase inhibitor,SERPINB1,UP,54.0,0.9,53.0,0.8412698412698413,4053.0,3637.0,957.5,957.5
P48163, NADP-dependent malic enzyme,ME1,UP,44.0,0.7333333333333333,39.0,0.6190476190476191,2930.0,2550.0,1712.0,1712.0
